_month,_year,month_year,interest_id,composition,index_value,ranking,percentile_ranking
5,2019,05-2019,19758,1.62,1.3,689,19.6
5,2019,05-2019,46566,1.81,1.3,689,19.6
5,2019,05-2019,44383,1.67,1.29,700,18.32
5,2019,05-2019,40435,1.85,1.29,700,18.32
5,2019,05-2019,44471,1.56,1.29,700,18.32
5,2019,05-2019,5972,3.18,1.29,700,18.32
5,2019,05-2019,6322,2.24,1.29,700,18.32
5,2019,05-2019,5909,3.01,1.29,700,18.32
5,2019,05-2019,36863,1.63,1.29,700,18.32
5,2019,05-2019,10009,3.11,1.29,700,18.32
5,2019,05-2019,6214,3.26,1.29,700,18.32
5,2019,05-2019,6149,1.71,1.29,700,18.32
5,2019,05-2019,6169,1.58,1.28,710,17.15
5,2019,05-2019,6337,2.68,1.28,710,17.15
5,2019,05-2019,6160,1.59,1.28,710,17.15
5,2019,05-2019,6174,1.73,1.28,710,17.15
5,2019,05-2019,19606,1.76,1.28,710,17.15
5,2019,05-2019,37887,1.65,1.28,710,17.15
5,2019,05-2019,6300,1.86,1.28,710,17.15
5,2019,05-2019,6265,1.75,1.28,710,17.15
5,2019,05-2019,12602,1.89,1.27,718,16.22
5,2019,05-2019,6316,1.57,1.27,718,16.22
5,2019,05-2019,5897,1.76,1.27,718,16.22
5,2019,05-2019,45526,1.6,1.27,718,16.22
5,2019,05-2019,4898,3.59,1.27,718,16.22
5,2019,05-2019,49972,1.78,1.27,718,16.22
5,2019,05-2019,10975,1.77,1.27,718,16.22
5,2019,05-2019,7543,1.65,1.27,718,16.22
5,2019,05-2019,4928,1.77,1.27,718,16.22
5,2019,05-2019,35742,1.66,1.26,727,15.17
5,2019,05-2019,45666,1.7,1.26,727,15.17
5,2019,05-2019,21,2.85,1.26,727,15.17
5,2019,05-2019,4929,1.68,1.26,727,15.17
5,2019,05-2019,49976,1.77,1.26,727,15.17
5,2019,05-2019,42000,1.54,1.26,727,15.17
5,2019,05-2019,12820,2.69,1.26,727,15.17
5,2019,05-2019,44491,1.6,1.26,727,15.17
5,2019,05-2019,13498,1.63,1.25,735,14.24
5,2019,05-2019,19879,1.69,1.25,735,14.24
5,2019,05-2019,94,1.98,1.25,735,14.24
5,2019,05-2019,18646,1.71,1.25,735,14.24
5,2019,05-2019,19579,1.71,1.24,739,13.77
5,2019,05-2019,46,1.65,1.24,739,13.77
5,2019,05-2019,40193,1.61,1.24,739,13.77
5,2019,05-2019,22420,2.43,1.24,739,13.77
5,2019,05-2019,7544,1.91,1.24,739,13.77
5,2019,05-2019,19595,3.06,1.24,739,13.77
5,2019,05-2019,11065,1.72,1.24,739,13.77
5,2019,05-2019,6227,3.25,1.24,739,13.77
5,2019,05-2019,4919,3.11,1.24,739,13.77
5,2019,05-2019,22401,1.66,1.24,739,13.77
5,2019,05-2019,19615,1.71,1.23,749,12.6
5,2019,05-2019,123,2.47,1.23,749,12.6
5,2019,05-2019,7453,1.56,1.23,749,12.6
5,2019,05-2019,5930,1.6,1.23,749,12.6
5,2019,05-2019,38354,1.61,1.23,749,12.6
5,2019,05-2019,44386,1.64,1.22,754,12.02
5,2019,05-2019,7545,1.83,1.22,754,12.02
5,2019,05-2019,6122,1.76,1.22,754,12.02
5,2019,05-2019,6221,1.65,1.22,754,12.02
5,2019,05-2019,19596,2.14,1.22,754,12.02
5,2019,05-2019,4905,2.99,1.22,754,12.02
5,2019,05-2019,4918,1.52,1.22,754,12.02
5,2019,05-2019,139,1.72,1.22,754,12.02
5,2019,05-2019,11066,1.88,1.21,762,11.09
5,2019,05-2019,49977,1.63,1.21,762,11.09
5,2019,05-2019,6226,1.9,1.21,762,11.09
5,2019,05-2019,4932,1.71,1.21,762,11.09
5,2019,05-2019,5914,1.7,1.21,762,11.09
5,2019,05-2019,38366,1.67,1.21,762,11.09
5,2019,05-2019,67,2.83,1.21,762,11.09
5,2019,05-2019,40692,1.72,1.21,762,11.09
5,2019,05-2019,40686,1.62,1.21,762,11.09
5,2019,05-2019,24,1.58,1.21,762,11.09
5,2019,05-2019,19631,1.75,1.21,762,11.09
5,2019,05-2019,7454,1.65,1.21,762,11.09
5,2019,05-2019,34471,1.76,1.2,774,9.68
5,2019,05-2019,5934,1.72,1.2,774,9.68
5,2019,05-2019,6228,1.55,1.2,774,9.68
5,2019,05-2019,32701,1.86,1.2,774,9.68
5,2019,05-2019,5957,3.16,1.19,778,9.22
5,2019,05-2019,6345,1.84,1.19,778,9.22
5,2019,05-2019,5922,1.78,1.19,778,9.22
5,2019,05-2019,49978,1.76,1.19,778,9.22
5,2019,05-2019,37422,1.64,1.18,782,8.75
5,2019,05-2019,5904,1.74,1.18,782,8.75
5,2019,05-2019,41,1.64,1.18,782,8.75
5,2019,05-2019,48022,1.67,1.18,782,8.75
5,2019,05-2019,4895,2.81,1.17,786,8.28
5,2019,05-2019,29,1.64,1.17,786,8.28
5,2019,05-2019,6366,1.59,1.17,786,8.28
5,2019,05-2019,49502,1.54,1.17,786,8.28
5,2019,05-2019,38283,1.7,1.17,786,8.28
5,2019,05-2019,36877,1.53,1.16,791,7.7
5,2019,05-2019,19608,2.9,1.16,791,7.7
5,2019,05-2019,4935,1.69,1.16,791,7.7
5,2019,05-2019,19614,2.72,1.16,791,7.7
5,2019,05-2019,46132,1.68,1.15,795,7.23
5,2019,05-2019,4927,1.72,1.15,795,7.23
5,2019,05-2019,10869,1.71,1.15,795,7.23
5,2019,05-2019,4896,2.07,1.14,798,6.88
5,2019,05-2019,10970,1.73,1.14,798,6.88
5,2019,05-2019,19594,1.61,1.14,798,6.88
5,2019,05-2019,118,1.69,1.14,798,6.88
5,2019,05-2019,63,2.6,1.13,802,6.42
5,2019,05-2019,4937,1.6,1.13,802,6.42
5,2019,05-2019,35932,1.68,1.13,802,6.42
5,2019,05-2019,19602,1.65,1.12,805,6.07
5,2019,05-2019,6387,1.61,1.12,805,6.07
5,2019,05-2019,4913,2.97,1.12,805,6.07
5,2019,05-2019,19632,1.61,1.12,805,6.07
5,2019,05-2019,18619,3.08,1.12,805,6.07
5,2019,05-2019,110,2.55,1.11,810,5.48
5,2019,05-2019,40195,1.76,1.11,810,5.48
5,2019,05-2019,43547,1.63,1.1,812,5.25
5,2019,05-2019,37882,1.59,1.1,812,5.25
5,2019,05-2019,6231,1.65,1.09,814,5.02
5,2019,05-2019,5951,3.13,1.09,814,5.02
5,2019,05-2019,36,3.31,1.08,816,4.78
5,2019,05-2019,19251,1.64,1.08,816,4.78
5,2019,05-2019,36875,1.64,1.08,816,4.78
5,2019,05-2019,91,1.84,1.07,819,4.43
5,2019,05-2019,10872,2.78,1.06,820,4.32
5,2019,05-2019,6224,1.7,1.06,820,4.32
5,2019,05-2019,39770,1.56,1.06,820,4.32
5,2019,05-2019,22398,1.75,1.06,820,4.32
5,2019,05-2019,19296,1.58,1.05,824,3.85
5,2019,05-2019,6223,1.83,1.05,824,3.85
5,2019,05-2019,4936,1.65,1.05,824,3.85
5,2019,05-2019,22413,1.65,1.05,824,3.85
5,2019,05-2019,19604,2.26,1.05,824,3.85
5,2019,05-2019,45669,1.64,1.04,829,3.27
5,2019,05-2019,11977,1.64,1.04,829,3.27
5,2019,05-2019,6141,2.9,1.03,831,3.03
5,2019,05-2019,40189,1.61,1.03,831,3.03
5,2019,05-2019,39767,1.56,1.02,833,2.8
5,2019,05-2019,4925,1.65,1.02,833,2.8
5,2019,05-2019,6364,1.79,1,835,2.57
5,2019,05-2019,140,2.86,0.99,836,2.45
5,2019,05-2019,19597,1.7,0.99,836,2.45
5,2019,05-2019,4917,2.95,0.94,838,2.22
5,2019,05-2019,48459,1.58,0.93,839,2.1
5,2019,05-2019,4931,1.69,0.92,840,1.98
5,2019,05-2019,6225,1.6,0.91,841,1.87
5,2019,05-2019,6034,2.53,0.89,842,1.75
5,2019,05-2019,18620,1.54,0.89,842,1.75
5,2019,05-2019,21247,1.54,0.88,844,1.52
5,2019,05-2019,21249,1.71,0.88,844,1.52
5,2019,05-2019,21250,1.62,0.87,846,1.28
5,2019,05-2019,7598,1.67,0.86,847,1.17
5,2019,05-2019,34948,1.57,0.82,848,1.05
5,2019,05-2019,6047,1.75,0.82,848,1.05
5,2019,05-2019,15878,3.02,0.74,850,0.82
5,2019,05-2019,19620,2.59,0.73,851,0.7
5,2019,05-2019,6050,1.85,0.72,852,0.58
5,2019,05-2019,6065,2.78,0.71,853,0.47
5,2019,05-2019,15884,2.23,0.7,854,0.35
5,2019,05-2019,6087,1.82,0.7,854,0.35
5,2019,05-2019,2,2.27,0.69,856,0.12
5,2019,05-2019,21245,2.91,0.66,857,0
6,2019,06-2019,41548,5.03,4.32,1,99.88
6,2019,06-2019,22502,4.32,4.01,2,99.76
6,2019,06-2019,42203,3.86,3.59,3,99.64
6,2019,06-2019,115,4.21,3.57,4,99.51
6,2019,06-2019,6206,4.55,3.46,5,99.39
6,2019,06-2019,19250,4.5,3.34,6,99.27
6,2019,06-2019,44272,3.5,3.27,7,99.15
6,2019,06-2019,151,3.9,3.24,8,99.03
6,2019,06-2019,41854,2.86,3.17,9,98.91
6,2019,06-2019,45518,3.24,3.16,10,98.79
6,2019,06-2019,35904,3.42,3.15,11,98.67
6,2019,06-2019,48154,3.34,3.14,12,98.54
6,2019,06-2019,6285,3.85,3.13,13,98.42
6,2019,06-2019,40439,3.45,3.09,14,98.3
6,2019,06-2019,12133,4.21,3.09,14,98.3
6,2019,06-2019,39665,3.54,3.08,16,98.06
6,2019,06-2019,19298,3.71,3.07,17,97.94
6,2019,06-2019,47713,3.1,3.06,18,97.82
6,2019,06-2019,47130,2.97,3.04,19,97.69
6,2019,06-2019,44588,3.17,3.04,19,97.69
6,2019,06-2019,17269,3.23,3.02,21,97.45
6,2019,06-2019,4,3.45,3.01,22,97.33
6,2019,06-2019,6232,2.99,2.97,23,97.21
6,2019,06-2019,6286,3.84,2.97,23,97.21
6,2019,06-2019,19295,3.72,2.96,25,96.97
6,2019,06-2019,171,3.38,2.93,26,96.84
6,2019,06-2019,37875,3.37,2.93,26,96.84
6,2019,06-2019,38,2.86,2.91,28,96.6
6,2019,06-2019,5970,4.39,2.88,29,96.48
6,2019,06-2019,41069,2.74,2.87,30,96.36
6,2019,06-2019,41191,2.85,2.87,30,96.36
6,2019,06-2019,10008,3.84,2.86,32,96.12
6,2019,06-2019,44446,2.55,2.85,33,96
6,2019,06-2019,45678,2.87,2.84,34,95.87
6,2019,06-2019,44489,2.55,2.84,34,95.87
6,2019,06-2019,6219,2.68,2.8,36,95.63
6,2019,06-2019,5969,4.63,2.78,37,95.51
6,2019,06-2019,38990,3.24,2.77,38,95.39
6,2019,06-2019,6378,3.52,2.77,38,95.39
6,2019,06-2019,44453,2.86,2.76,40,95.15
6,2019,06-2019,31,2.73,2.75,41,95.02
6,2019,06-2019,6013,2.45,2.75,41,95.02
6,2019,06-2019,16,2.44,2.74,43,94.78
6,2019,06-2019,49979,2.73,2.74,43,94.78
6,2019,06-2019,44469,3.01,2.73,45,94.54
6,2019,06-2019,6284,6.94,2.72,46,94.42
6,2019,06-2019,44585,3.1,2.7,47,94.3
6,2019,06-2019,6023,3.62,2.69,48,94.17
6,2019,06-2019,16137,2.96,2.69,48,94.17
6,2019,06-2019,6,2.87,2.68,50,93.93
6,2019,06-2019,19423,2.97,2.68,50,93.93
6,2019,06-2019,4897,3.66,2.66,52,93.69
6,2019,06-2019,18347,3.34,2.65,53,93.57
6,2019,06-2019,33,3.08,2.63,54,93.45
6,2019,06-2019,12025,4.61,2.63,54,93.45
6,2019,06-2019,6107,2.62,2.6,56,93.2
6,2019,06-2019,21242,3.04,2.59,57,93.08
6,2019,06-2019,5968,3.24,2.58,58,92.96
6,2019,06-2019,11067,2.34,2.57,59,92.84
6,2019,06-2019,44476,2.98,2.57,59,92.84
6,2019,06-2019,10980,3.21,2.57,59,92.84
6,2019,06-2019,40183,2.97,2.56,62,92.48
6,2019,06-2019,6218,2.29,2.56,62,92.48
6,2019,06-2019,44587,2.27,2.54,64,92.23
6,2019,06-2019,21237,3.16,2.53,65,92.11
6,2019,06-2019,4943,2.87,2.53,65,92.11
6,2019,06-2019,39,6.03,2.52,67,91.87
6,2019,06-2019,79,2.4,2.52,67,91.87
6,2019,06-2019,36879,2.91,2.52,67,91.87
6,2019,06-2019,5960,3.12,2.49,70,91.5
6,2019,06-2019,6144,2.83,2.48,71,91.38
6,2019,06-2019,6305,2.96,2.48,71,91.38
6,2019,06-2019,101,2.47,2.48,71,91.38
6,2019,06-2019,18996,3.02,2.47,74,91.02
6,2019,06-2019,6304,3.38,2.46,75,90.9
6,2019,06-2019,6184,2.89,2.46,75,90.9
6,2019,06-2019,19613,2.69,2.46,75,90.9
6,2019,06-2019,17320,2.3,2.46,75,90.9
6,2019,06-2019,4912,2.74,2.44,79,90.41
6,2019,06-2019,37423,2.83,2.44,79,90.41
6,2019,06-2019,6110,2.48,2.43,81,90.17
6,2019,06-2019,41080,2.16,2.43,81,90.17
6,2019,06-2019,141,3.12,2.43,81,90.17
6,2019,06-2019,38994,2.61,2.42,84,89.81
6,2019,06-2019,32486,2.42,2.42,84,89.81
6,2019,06-2019,32704,2.95,2.42,84,89.81
6,2019,06-2019,39657,2.44,2.41,87,89.44
6,2019,06-2019,44455,2.46,2.41,87,89.44
6,2019,06-2019,34465,2.13,2.4,89,89.2
6,2019,06-2019,18202,2.86,2.4,89,89.2
6,2019,06-2019,41083,2.29,2.4,89,89.2
6,2019,06-2019,49,2.43,2.38,92,88.83
6,2019,06-2019,6142,2.75,2.38,92,88.83
6,2019,06-2019,39649,2.3,2.37,94,88.59
6,2019,06-2019,19621,3.11,2.37,94,88.59
6,2019,06-2019,6343,3.08,2.36,96,88.35
6,2019,06-2019,6029,2.27,2.36,96,88.35
6,2019,06-2019,4924,2.63,2.36,96,88.35
6,2019,06-2019,134,2.71,2.36,96,88.35
6,2019,06-2019,35903,2.75,2.36,96,88.35
6,2019,06-2019,36868,2.47,2.35,101,87.74
6,2019,06-2019,41070,2.35,2.35,101,87.74
6,2019,06-2019,44447,2.73,2.34,103,87.5
6,2019,06-2019,6263,2.4,2.34,103,87.5
6,2019,06-2019,37411,2.46,2.34,103,87.5
6,2019,06-2019,42239,1.9,2.33,106,87.14
6,2019,06-2019,10977,3.24,2.33,106,87.14
6,2019,06-2019,41552,2.69,2.33,106,87.14
6,2019,06-2019,39656,2.38,2.32,109,86.77
6,2019,06-2019,17,1.93,2.31,110,86.65
6,2019,06-2019,158,2.57,2.31,110,86.65
6,2019,06-2019,33191,2.13,2.31,110,86.65
6,2019,06-2019,137,2.75,2.31,110,86.65
6,2019,06-2019,147,2.44,2.31,110,86.65
6,2019,06-2019,6328,2.52,2.3,115,86.04
6,2019,06-2019,64,3.17,2.3,115,86.04
6,2019,06-2019,17673,2.37,2.3,115,86.04
6,2019,06-2019,39331,2.07,2.3,115,86.04
6,2019,06-2019,33959,2.02,2.3,115,86.04
6,2019,06-2019,5944,2.53,2.29,120,85.44
6,2019,06-2019,6250,2.28,2.29,120,85.44
6,2019,06-2019,89,2.55,2.28,122,85.19
6,2019,06-2019,40699,1.68,2.28,122,85.19
6,2019,06-2019,6340,2.78,2.27,124,84.95
6,2019,06-2019,35,2.08,2.27,124,84.95
6,2019,06-2019,30,1.99,2.27,124,84.95
6,2019,06-2019,5896,2.97,2.26,127,84.59
6,2019,06-2019,15,2.08,2.26,127,84.59
6,2019,06-2019,39646,1.93,2.26,127,84.59
6,2019,06-2019,34462,2.01,2.26,127,84.59
6,2019,06-2019,39643,1.87,2.25,131,84.1
6,2019,06-2019,4911,2.07,2.25,131,84.1
6,2019,06-2019,40682,2.58,2.25,131,84.1
6,2019,06-2019,77,5.53,2.25,131,84.1
6,2019,06-2019,7527,2.6,2.25,131,84.1
6,2019,06-2019,40184,2.54,2.24,136,83.5
6,2019,06-2019,33971,2.38,2.24,136,83.5
6,2019,06-2019,18995,2.45,2.24,136,83.5
6,2019,06-2019,10351,2.92,2.24,136,83.5
6,2019,06-2019,41197,2.64,2.24,136,83.5
6,2019,06-2019,88,2.12,2.23,141,82.89
6,2019,06-2019,39336,2,2.23,141,82.89
6,2019,06-2019,85,2.2,2.22,143,82.65
6,2019,06-2019,111,2.43,2.22,143,82.65
6,2019,06-2019,21238,2.56,2.21,145,82.4
6,2019,06-2019,5958,2.29,2.21,145,82.4
6,2019,06-2019,44,2.06,2.21,145,82.4
6,2019,06-2019,34469,2.33,2.2,148,82.04
6,2019,06-2019,98,2.26,2.2,148,82.04
6,2019,06-2019,39642,1.87,2.19,150,81.8
6,2019,06-2019,17786,2.73,2.19,150,81.8
6,2019,06-2019,17785,2.54,2.18,152,81.55
6,2019,06-2019,22403,2.9,2.18,152,81.55
6,2019,06-2019,6171,2.33,2.18,152,81.55
6,2019,06-2019,39330,1.85,2.18,152,81.55
6,2019,06-2019,6173,2.63,2.17,156,81.07
6,2019,06-2019,34463,1.75,2.17,156,81.07
6,2019,06-2019,44448,1.86,2.16,158,80.83
6,2019,06-2019,10250,2.7,2.16,158,80.83
6,2019,06-2019,41190,2.59,2.16,158,80.83
6,2019,06-2019,36867,2.3,2.16,158,80.83
6,2019,06-2019,37880,1.95,2.15,162,80.34
6,2019,06-2019,20766,2.1,2.15,162,80.34
6,2019,06-2019,6133,1.9,2.15,162,80.34
6,2019,06-2019,16138,2.62,2.15,162,80.34
6,2019,06-2019,43550,2.32,2.15,162,80.34
6,2019,06-2019,33474,2.19,2.14,167,79.73
6,2019,06-2019,5938,2.73,2.14,167,79.73
6,2019,06-2019,22427,2.32,2.13,169,79.49
6,2019,06-2019,6062,2.36,2.13,169,79.49
6,2019,06-2019,36860,2,2.13,169,79.49
6,2019,06-2019,11974,2.13,2.13,169,79.49
6,2019,06-2019,33960,1.84,2.12,173,79
6,2019,06-2019,39650,1.77,2.12,173,79
6,2019,06-2019,45521,2.17,2.12,173,79
6,2019,06-2019,7534,2.42,2.12,173,79
6,2019,06-2019,41087,1.98,2.11,177,78.52
6,2019,06-2019,6051,2.44,2.11,177,78.52
6,2019,06-2019,19603,2.71,2.11,177,78.52
6,2019,06-2019,7535,4.67,2.11,177,78.52
6,2019,06-2019,45725,2.23,2.11,177,78.52
6,2019,06-2019,10981,3.4,2.11,177,78.52
6,2019,06-2019,45673,2.42,2.1,183,77.79
6,2019,06-2019,56,2.21,2.1,183,77.79
6,2019,06-2019,40,2.55,2.1,183,77.79
6,2019,06-2019,6143,2.17,2.1,183,77.79
6,2019,06-2019,20817,1.77,2.1,183,77.79
6,2019,06-2019,20814,1.87,2.1,183,77.79
6,2019,06-2019,12031,2.62,2.1,183,77.79
6,2019,06-2019,41082,1.84,2.1,183,77.79
6,2019,06-2019,39337,1.85,2.1,183,77.79
6,2019,06-2019,23778,2.4,2.09,192,76.7
6,2019,06-2019,6081,2.61,2.09,192,76.7
6,2019,06-2019,44378,2.25,2.09,192,76.7
6,2019,06-2019,39334,1.8,2.09,192,76.7
6,2019,06-2019,45676,2.68,2.09,192,76.7
6,2019,06-2019,38356,2.18,2.09,192,76.7
6,2019,06-2019,45519,2.32,2.09,192,76.7
6,2019,06-2019,6323,2.32,2.08,199,75.85
6,2019,06-2019,17730,2.87,2.08,199,75.85
6,2019,06-2019,6315,1.81,2.08,199,75.85
6,2019,06-2019,83,1.89,2.08,199,75.85
6,2019,06-2019,155,2.19,2.08,199,75.85
6,2019,06-2019,21292,2.44,2.08,199,75.85
6,2019,06-2019,44490,2.02,2.08,199,75.85
6,2019,06-2019,39648,1.85,2.07,206,75
6,2019,06-2019,18204,2.99,2.07,206,75
6,2019,06-2019,44470,1.93,2.07,206,75
6,2019,06-2019,35169,2.26,2.07,206,75
6,2019,06-2019,33964,1.79,2.06,210,74.51
6,2019,06-2019,36020,2.29,2.06,210,74.51
6,2019,06-2019,41081,1.82,2.06,210,74.51
6,2019,06-2019,44589,1.92,2.06,210,74.51
6,2019,06-2019,45675,1.98,2.06,210,74.51
6,2019,06-2019,7557,2.26,2.06,210,74.51
6,2019,06-2019,34467,2.42,2.06,210,74.51
6,2019,06-2019,18923,2,2.06,210,74.51
6,2019,06-2019,44465,2.02,2.06,210,74.51
6,2019,06-2019,6210,2.61,2.05,219,73.42
6,2019,06-2019,37877,1.76,2.05,219,73.42
6,2019,06-2019,38360,2.12,2.05,219,73.42
6,2019,06-2019,20755,2.13,2.04,222,73.06
6,2019,06-2019,38995,2.41,2.04,222,73.06
6,2019,06-2019,22428,2.38,2.04,222,73.06
6,2019,06-2019,33967,1.81,2.04,222,73.06
6,2019,06-2019,5906,2.48,2.03,226,72.57
6,2019,06-2019,126,2.17,2.03,226,72.57
6,2019,06-2019,41079,1.86,2.03,226,72.57
6,2019,06-2019,37,2.22,2.03,226,72.57
6,2019,06-2019,32703,2.79,2.03,226,72.57
6,2019,06-2019,39339,1.8,2.03,226,72.57
6,2019,06-2019,44473,2.03,2.03,226,72.57
6,2019,06-2019,45671,2.42,2.03,226,72.57
6,2019,06-2019,74,2.37,2.03,226,72.57
6,2019,06-2019,44450,2.1,2.02,235,71.48
6,2019,06-2019,12821,2.59,2.02,235,71.48
6,2019,06-2019,35953,2.36,2.02,235,71.48
6,2019,06-2019,6128,1.83,2.02,235,71.48
6,2019,06-2019,33966,1.75,2.02,235,71.48
6,2019,06-2019,6235,2.16,2.02,235,71.48
6,2019,06-2019,19590,2.21,2.01,241,70.75
6,2019,06-2019,37878,1.87,2.01,241,70.75
6,2019,06-2019,35906,2.15,2.01,241,70.75
6,2019,06-2019,41055,2.16,2.01,241,70.75
6,2019,06-2019,39658,1.98,2.01,241,70.75
6,2019,06-2019,37874,2.25,2,246,70.15
6,2019,06-2019,33972,1.83,2,246,70.15
6,2019,06-2019,60,1.66,2,246,70.15
6,2019,06-2019,75,2.18,1.99,249,69.78
6,2019,06-2019,16196,2.86,1.99,249,69.78
6,2019,06-2019,44586,2.34,1.99,249,69.78
6,2019,06-2019,135,2.07,1.99,249,69.78
6,2019,06-2019,41554,1.86,1.99,249,69.78
6,2019,06-2019,41856,2.18,1.99,249,69.78
6,2019,06-2019,10284,2.33,1.99,249,69.78
6,2019,06-2019,5913,2.55,1.98,256,68.93
6,2019,06-2019,4914,1.82,1.98,256,68.93
6,2019,06-2019,41052,2.2,1.98,256,68.93
6,2019,06-2019,19338,2.75,1.98,256,68.93
6,2019,06-2019,44381,2.43,1.98,256,68.93
6,2019,06-2019,45670,2.42,1.98,256,68.93
6,2019,06-2019,33968,1.76,1.98,256,68.93
6,2019,06-2019,20768,1.84,1.97,263,68.08
6,2019,06-2019,5967,2.34,1.97,263,68.08
6,2019,06-2019,18997,2.19,1.97,263,68.08
6,2019,06-2019,17674,1.72,1.96,266,67.72
6,2019,06-2019,82,4.05,1.96,266,67.72
6,2019,06-2019,19592,2.21,1.96,266,67.72
6,2019,06-2019,41054,1.79,1.96,266,67.72
6,2019,06-2019,5907,2.34,1.96,266,67.72
6,2019,06-2019,37879,2.29,1.96,266,67.72
6,2019,06-2019,34643,1.61,1.96,266,67.72
6,2019,06-2019,4910,1.64,1.95,273,66.87
6,2019,06-2019,41072,1.9,1.95,273,66.87
6,2019,06-2019,6085,1.82,1.95,273,66.87
6,2019,06-2019,45516,1.98,1.95,273,66.87
6,2019,06-2019,39193,2.09,1.95,273,66.87
